PaymentDate,OrderNumber,CustomerType,CustomerName,BranchSubCounty,BranchCounty,ProductName,ProductCategoryName,QuantityOrdered,CostOfProductionPerUnit,SellingPricePerUnit,ProfitPerUnit,PercentageProfitPerUnit
24-07-25,93,Business,[Business] Ole Sereni Palace,Roy Sambu,Nairobi,Kuku na Sukuma,Meat-Based Dishes,7,100,200,100,100
24-07-25,94,Business,[Business] Safari Haven,Kibra,Nairobi,Maharagwe na Wali,Legume-Based Dishes,7,30,60,30,100
24-07-25,94,Business,[Business] Safari Haven,Kibra,Nairobi,Mbuzi Choma,Meat-Based Dishes,8,200,350,150,75
24-07-25,94,Business,[Business] Safari Haven,Kibra,Nairobi,Malva Pudding,Sweet Snacks/Desserts,1,30,70,40,133.33
24-07-25,182,Business,[Business] Nyali Palace,Githurai,Nairobi,Chechebsa,African Cultural Specials,3,20,50,30,150
24-07-25,270,Individual,Mutiso Zuma,Kisumu Central,Kisumu,Kuku Choma,Meat-Based Dishes,3,150,300,150,100
24-07-25,270,Individual,Mutiso Zuma,Kisumu Central,Kisumu,Firfir,African Cultural Specials,4,30,70,40,133.33
24-07-25,295,Business,[Business] Boma Haven,Nyeri Central,Nyeri,Kuku Fry,Meat-Based Dishes,2,150,300,150,100
24-07-25,295,Business,[Business] Boma Haven,Nyeri Central,Nyeri,Waakye,Combination Plates,3,30,70,40,133.33
24-07-25,295,Business,[Business] Boma Haven,Nyeri Central,Nyeri,Kuku na Chapati,Meat-Based Dishes,8,100,200,100,100
24-07-25,493,Business,[Business] Swahili Suites,Kamukunji,Nairobi,Doro Wat,African Cultural Specials,2,150,300,150,100
24-07-25,493,Business,[Business] Swahili Suites,Kamukunji,Nairobi,Biltong,Combination Plates,8,100,200,100,100
24-07-25,731,Individual,Achieng Hassan,Mathare,Nairobi,Ndengu,Legume-Based Dishes,2,30,60,30,100
24-07-25,731,Individual,Achieng Hassan,Mathare,Nairobi,Ndengu,Legume-Based Dishes,7,30,60,30,100
24-07-25,803,Business,[Business] Ole Sereni Residences,Kasarani,Nairobi,Mandazi,Sweet Snacks/Desserts,3,5,20,15,300
24-07-25,803,Business,[Business] Ole Sereni Residences,Kasarani,Nairobi,Shiro,African Cultural Specials,7,30,70,40,133.33
24-07-25,803,Business,[Business] Ole Sereni Residences,Kasarani,Nairobi,Nyama na Chapati,Meat-Based Dishes,8,100,200,100,100
24-07-25,805,Business,[Business] Severin Retreat,Kangemi,Nairobi,Supu ya Kuku,Soup/Stew Dishes,3,70,150,80,114.29
24-07-25,805,Business,[Business] Severin Retreat,Kangemi,Nairobi,Supu ya Kuku,Soup/Stew Dishes,3,70,150,80,114.29
24-07-25,805,Business,[Business] Severin Retreat,Kangemi,Nairobi,Maharagwe na Sukuma,Legume-Based Dishes,3,30,60,30,100
24-07-25,805,Business,[Business] Severin Retreat,Kangemi,Nairobi,Bobotie,Combination Plates,8,50,100,50,100
24-07-25,805,Business,[Business] Severin Retreat,Kangemi,Nairobi,Bobotie,Combination Plates,8,50,100,50,100
24-07-25,805,Business,[Business] Severin Retreat,Kangemi,Nairobi,Maharagwe na Sukuma,Legume-Based Dishes,3,30,60,30,100
24-07-25,849,Business,[Business] Swahili Residences,Kasarani,Nairobi,Nyama na Matoke,Meat-Based Dishes,8,100,200,100,100
24-07-25,849,Business,[Business] Swahili Residences,Kasarani,Nairobi,Egusi Soup,Combination Plates,2,40,80,40,100
24-07-25,849,Business,[Business] Swahili Residences,Kasarani,Nairobi,Kuku Choma,Meat-Based Dishes,1,150,300,150,100
24-07-25,1109,Business,[Business] Diani Residences,Kangemi,Nairobi,Injera,African Cultural Specials,3,10,20,10,100
24-07-25,1109,Business,[Business] Diani Residences,Kangemi,Nairobi,Wali wa Kukaanga,Rice Dishes,6,30,70,40,133.33
24-07-25,1109,Business,[Business] Diani Residences,Kangemi,Nairobi,Omena,Fish Dishes,3,30,70,40,133.33
24-07-25,1582,Individual,Wanjiku Ibrahim,Ruaraka,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,2,10,20,10,100
24-07-25,1706,Individual,Claudine Nkurunziza,Kibra,Nairobi,Banku,Combination Plates,2,30,70,40,133.33
24-07-25,1777,Business,[Business] Ole Sereni Haven,Nakuru Town East,Nakuru,Egusi Soup,Combination Plates,1,40,80,40,100
24-07-25,1783,Business,[Business] Swahili Residences,Roy Sambu,Nairobi,Waakye,Combination Plates,8,30,70,40,133.33
24-07-25,1783,Business,[Business] Swahili Residences,Roy Sambu,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,8,30,60,30,100
24-07-25,1927,Business,[Business] Severin Manor,Makadara,Nairobi,Tibs,African Cultural Specials,3,100,200,100,100
24-07-25,1927,Business,[Business] Severin Manor,Makadara,Nairobi,Tibs,African Cultural Specials,2,100,200,100,100
24-07-25,1927,Business,[Business] Severin Manor,Makadara,Nairobi,Maharagwe ya Nazi,Legume-Based Dishes,5,30,60,30,100
24-07-25,1949,Business,[Business] Leopard Beach Haven,Kesses,Uasin Gishu,Shiro,African Cultural Specials,8,30,70,40,133.33
24-07-25,1949,Business,[Business] Leopard Beach Haven,Kesses,Uasin Gishu,Fish Curry,Fish Dishes,7,150,300,150,100
24-07-25,1949,Business,[Business] Leopard Beach Haven,Kesses,Uasin Gishu,Moi Moi,Combination Plates,4,20,50,30,150
24-07-25,2079,Business,[Business] Boma Hotel,Langata,Nairobi,Bhajia,Fried Dishes,5,20,50,30,150
24-07-25,2316,Business,[Business] Nyali Retreat,Roy Sambu,Nairobi,Matoke,Soup/Stew Dishes,8,30,60,30,100
24-07-25,2316,Business,[Business] Nyali Retreat,Roy Sambu,Nairobi,Ndengu,Legume-Based Dishes,7,30,60,30,100
24-07-25,2316,Business,[Business] Nyali Retreat,Roy Sambu,Nairobi,Uji,Staple Foods,1,10,30,20,200
24-07-25,2344,Business,[Business] Diani Suites,Makadara,Nairobi,Egusi Soup,Combination Plates,5,40,80,40,100
24-07-25,2651,Business,[Business] Hemingways Retreat,Kibra,Nairobi,Wali wa Nazi na Nyama,Rice Dishes,1,30,70,40,133.33
24-07-25,2651,Business,[Business] Hemingways Retreat,Kibra,Nairobi,Kachumbari,Vegetable-Based Dishes,1,10,30,20,200
24-07-25,2713,Individual,Michel Mbeki,Kibra,Nairobi,Bhajia,Fried Dishes,5,20,50,30,150
24-07-25,2713,Individual,Michel Mbeki,Kibra,Nairobi,Nyama na Matoke,Meat-Based Dishes,4,100,200,100,100
24-07-25,2713,Individual,Michel Mbeki,Kibra,Nairobi,Supu ya Nyama na Wali,Soup/Stew Dishes,6,70,150,80,114.29
24-07-25,3175,Business,[Business] Severin Retreat,Roy Sambu,Nairobi,Maharagwe na Sukuma,Legume-Based Dishes,8,30,60,30,100
24-07-25,3266,Business,[Business] PrideInn Lodge,Kamukunji,Nairobi,Sukuma na Ugali,Vegetable-Based Dishes,4,20,50,30,150
24-07-25,3266,Business,[Business] PrideInn Lodge,Kamukunji,Nairobi,Kaimati,Sweet Snacks/Desserts,2,5,20,15,300
24-07-25,3608,Business,[Business] Safari Manor,Kamukunji,Nairobi,Kuku Fry,Meat-Based Dishes,7,150,300,150,100
24-07-25,3608,Business,[Business] Safari Manor,Kamukunji,Nairobi,Ndizi na Nyama,Soup/Stew Dishes,2,30,70,40,133.33
24-07-25,3608,Business,[Business] Safari Manor,Kamukunji,Nairobi,Boerewors,Combination Plates,6,50,100,50,100
24-07-25,3617,Business,[Business] PrideInn Suites,Roy Sambu,Nairobi,Fufu,Combination Plates,2,20,50,30,150
24-07-25,3982,Individual,Jeanne Ibrahim,Starehe,Nairobi,Biltong,Combination Plates,3,100,200,100,100
24-07-25,3982,Individual,Jeanne Ibrahim,Starehe,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,5,100,200,100,100
24-07-25,3982,Individual,Jeanne Ibrahim,Starehe,Nairobi,Mbaazi,Legume-Based Dishes,5,30,60,30,100
24-07-25,4243,Business,[Business] Hemingways Manor,Kisumu Central,Kisumu,Pap,Combination Plates,6,10,30,20,200
24-07-25,4243,Business,[Business] Hemingways Manor,Kisumu Central,Kisumu,Mbaazi,Legume-Based Dishes,3,30,60,30,100
24-07-25,4272,Business,[Business] Villa Rosa Palace,Kasarani,Nairobi,Matoke na Sukuma,Soup/Stew Dishes,3,30,70,40,133.33
24-07-25,4272,Business,[Business] Villa Rosa Palace,Kasarani,Nairobi,Nyama na Ugali,Meat-Based Dishes,5,100,200,100,100
24-07-25,4272,Business,[Business] Villa Rosa Palace,Kasarani,Nairobi,Kuku na Matoke,Meat-Based Dishes,7,100,200,100,100
24-07-25,4319,Business,[Business] Baobab Inn,Makadara,Nairobi,Potjiekos,Combination Plates,2,50,100,50,100
24-07-25,4319,Business,[Business] Baobab Inn,Makadara,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,3,30,70,40,133.33
24-07-25,4319,Business,[Business] Baobab Inn,Makadara,Nairobi,Wali wa Nazi na Maharagwe,Rice Dishes,5,30,70,40,133.33
24-07-25,4425,Business,[Business] Boma Resort,Dagoretti,Nairobi,Fish Curry,Fish Dishes,1,150,300,150,100
24-07-25,4425,Business,[Business] Boma Resort,Dagoretti,Nairobi,Mukimo,Legume-Based Dishes,7,40,80,40,100
24-07-25,4490,Individual,Marie Mohammed,Kangemi,Nairobi,Supu ya Nyama,Soup/Stew Dishes,2,70,150,80,114.29
24-07-25,4608,Business,[Business] Severin Inn,Kibra,Nairobi,Malva Pudding,Sweet Snacks/Desserts,3,30,70,40,133.33
24-07-25,5030,Individual,Patrick Munyui,Kangemi,Nairobi,Matoke,Soup/Stew Dishes,4,30,60,30,100
24-07-25,5030,Individual,Patrick Munyui,Kangemi,Nairobi,Wali wa Nazi na Kuku,Rice Dishes,2,30,70,40,133.33
24-07-25,5152,Individual,Felix Mugisha,Dagoretti,Nairobi,Kachumbari,Vegetable-Based Dishes,2,10,30,20,200
24-07-25,5222,Individual,Wanjiku Munywe,Makadara,Nairobi,Matoke na Nyama,Soup/Stew Dishes,8,30,70,40,133.33
24-07-25,5222,Individual,Wanjiku Munywe,Makadara,Nairobi,Supu ya Nyama,Soup/Stew Dishes,7,70,150,80,114.29
24-07-25,5269,Business,[Business] Hilton Suites,Roy Sambu,Nairobi,Firfir,African Cultural Specials,8,30,70,40,133.33
24-07-25,5269,Business,[Business] Hilton Suites,Roy Sambu,Nairobi,Supu ya Mbuzi,Soup/Stew Dishes,2,70,150,80,114.29
24-07-25,5269,Business,[Business] Hilton Suites,Roy Sambu,Nairobi,Kelewele,Combination Plates,3,20,50,30,150
24-07-25,5315,Business,[Business] Swahili Manor,Kesses,Uasin Gishu,Kuku na Wali,Meat-Based Dishes,3,100,200,100,100
24-07-25,5315,Business,[Business] Swahili Manor,Kesses,Uasin Gishu,Wali wa Nazi na Samaki,Rice Dishes,2,30,70,40,133.33
24-07-25,5315,Business,[Business] Swahili Manor,Kesses,Uasin Gishu,Supu ya Nyama na Wali,Soup/Stew Dishes,6,70,150,80,114.29
24-07-25,5465,Business,[Business] Diani Inn,Ruaraka,Nairobi,Omena,Fish Dishes,4,30,70,40,133.33
24-07-25,5465,Business,[Business] Diani Inn,Ruaraka,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,6,10,20,10,100
24-07-25,5465,Business,[Business] Diani Inn,Ruaraka,Nairobi,Kaimati,Sweet Snacks/Desserts,4,5,20,15,300
24-07-25,5471,Individual,Paul Munee,Kesses,Uasin Gishu,Gomen,African Cultural Specials,5,20,50,30,150
24-07-25,5471,Individual,Paul Munee,Kesses,Uasin Gishu,Maharagwe na Matoke,Legume-Based Dishes,4,30,60,30,100
24-07-25,5471,Individual,Paul Munee,Kesses,Uasin Gishu,Matoke,Soup/Stew Dishes,2,30,60,30,100
24-07-25,5487,Individual,Paul Munyua,Kilimani,Nairobi,Atayef,Sweet Snacks/Desserts,4,10,30,20,200
24-07-25,5487,Individual,Paul Munyua,Kilimani,Nairobi,Jollof Rice,Combination Plates,2,30,70,40,133.33
24-07-25,5487,Individual,Paul Munyua,Kilimani,Nairobi,Ndizi na Nyama,Soup/Stew Dishes,4,30,70,40,133.33
25-07-25,43,Business,[Business] Sarova Residences,Kibra,Nairobi,Nyama na Maharagwe,Meat-Based Dishes,4,100,200,100,100
25-07-25,1063,Business,[Business] Hemingways Inn,Embakasi,Nairobi,Banga Soup,Combination Plates,1,50,100,50,100
25-07-25,1063,Business,[Business] Hemingways Inn,Embakasi,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,2,30,70,40,133.33
25-07-25,1063,Business,[Business] Hemingways Inn,Embakasi,Nairobi,Kuku na Chapati,Meat-Based Dishes,2,100,200,100,100
25-07-25,1069,Business,[Business] Hemingways Manor,Githurai,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,6,30,70,40,133.33
25-07-25,1069,Business,[Business] Hemingways Manor,Githurai,Nairobi,Nyama Choma,Meat-Based Dishes,7,150,300,150,100
25-07-25,1082,Business,[Business] Boma Inn,Kasarani,Nairobi,Boerewors,Combination Plates,6,50,100,50,100
25-07-25,1574,Individual,Njeri Mandela,Kilimani,Nairobi,Akara,Combination Plates,5,20,50,30,150
25-07-25,1687,Business,[Business] Villa Rosa Haven,Kasarani,Nairobi,Wali wa Kukaanga,Rice Dishes,5,30,70,40,133.33
25-07-25,2079,Business,[Business] Boma Hotel,Langata,Nairobi,Bhajia,Fried Dishes,5,20,50,30,150
25-07-25,2860,Individual,Pierrette Ali,Nakuru Town East,Nakuru,Banku,Combination Plates,3,30,70,40,133.33
25-07-25,3050,Individual,Patrick Zuma,Starehe,Nairobi,Supu ya Kuku,Soup/Stew Dishes,6,70,150,80,114.29
25-07-25,3088,Business,[Business] Hilton Suites,Nyeri Central,Nyeri,Matoke na Maharagwe,Soup/Stew Dishes,2,30,70,40,133.33
25-07-25,3088,Business,[Business] Hilton Suites,Nyeri Central,Nyeri,Chechebsa,African Cultural Specials,6,20,50,30,150
25-07-25,3689,Business,[Business] InterContinental Hotel,Kamukunji,Nairobi,Supu ya Nyama,Soup/Stew Dishes,8,70,150,80,114.29
25-07-25,3689,Business,[Business] InterContinental Hotel,Kamukunji,Nairobi,Potjiekos,Combination Plates,3,50,100,50,100
25-07-25,3762,Business,[Business] Serena Residences,Ruaraka,Nairobi,Supu ya Mbuzi,Soup/Stew Dishes,2,70,150,80,114.29
25-07-25,3762,Business,[Business] Serena Residences,Ruaraka,Nairobi,Supu ya Samaki,Fish Dishes,4,70,150,80,114.29
25-07-25,3762,Business,[Business] Serena Residences,Ruaraka,Nairobi,Doro Wat,African Cultural Specials,4,150,300,150,100
25-07-25,4098,Business,[Business] Ole Sereni Palace,Kibra,Nairobi,Potjiekos,Combination Plates,8,50,100,50,100
25-07-25,4131,Business,[Business] Sarova Residences,Kibra,Nairobi,Mandazi,Sweet Snacks/Desserts,3,5,20,15,300
25-07-25,4131,Business,[Business] Sarova Residences,Kibra,Nairobi,Maharagwe,Legume-Based Dishes,1,30,60,30,100
25-07-25,4131,Business,[Business] Sarova Residences,Kibra,Nairobi,Kachumbari,Vegetable-Based Dishes,6,10,30,20,200
25-07-25,4217,Business,[Business] Villa Rosa Haven,Nyeri Central,Nyeri,Doro Wat,African Cultural Specials,2,150,300,150,100
25-07-25,4217,Business,[Business] Villa Rosa Haven,Nyeri Central,Nyeri,Kuku Choma,Meat-Based Dishes,6,150,300,150,100
25-07-25,4217,Business,[Business] Villa Rosa Haven,Nyeri Central,Nyeri,Matumbo,Meat-Based Dishes,2,70,150,80,114.29
25-07-25,4279,Business,[Business] Neptune Haven,Kisumu Central,Kisumu,Malva Pudding,Sweet Snacks/Desserts,2,30,70,40,133.33
25-07-25,4279,Business,[Business] Neptune Haven,Kisumu Central,Kisumu,Mutura,Meat-Based Dishes,4,70,150,80,114.29
25-07-25,4279,Business,[Business] Neptune Haven,Kisumu Central,Kisumu,Wali wa Nazi,Rice Dishes,6,30,70,40,133.33
25-07-25,4377,Business,[Business] Baobab Hotel,Ruaraka,Nairobi,Wali wa Nazi na Maharagwe,Rice Dishes,2,30,70,40,133.33
25-07-25,4514,Individual,Alain Odhiambo,Makadara,Nairobi,Atayef,Sweet Snacks/Desserts,3,10,30,20,200
25-07-25,4567,Individual,Pierre Mugabe,Kisumu Central,Kisumu,Matoke,Soup/Stew Dishes,5,30,60,30,100
25-07-25,4567,Individual,Pierre Mugabe,Kisumu Central,Kisumu,Firfir,African Cultural Specials,7,30,70,40,133.33
25-07-25,4804,Individual,Pauline Ahmed,Westlands,Nairobi,Bunny Chow,Combination Plates,2,40,80,40,100
25-07-25,4833,Business,[Business] Tamarind Manor,Embakasi,Nairobi,Nyama na Matoke,Meat-Based Dishes,4,100,200,100,100
25-07-25,4833,Business,[Business] Tamarind Manor,Embakasi,Nairobi,Chapati,Staple Foods,2,5,20,15,300
25-07-25,4833,Business,[Business] Tamarind Manor,Embakasi,Nairobi,Matoke na Sukuma,Soup/Stew Dishes,6,30,70,40,133.33
25-07-25,5088,Individual,Felix Malema,Langata,Nairobi,Tilapia Fry,Fish Dishes,3,200,350,150,75
25-07-25,5088,Individual,Felix Malema,Langata,Nairobi,Matoke na Nyama,Soup/Stew Dishes,6,30,70,40,133.33
26-07-25,157,Business,[Business] Safari Inn,Westlands,Nairobi,Chakalaka,Combination Plates,4,20,50,30,150
26-07-25,157,Business,[Business] Safari Inn,Westlands,Nairobi,Moi Moi,Combination Plates,2,20,50,30,150
26-07-25,157,Business,[Business] Safari Inn,Westlands,Nairobi,Supu ya Mbuzi,Soup/Stew Dishes,5,70,150,80,114.29
26-07-25,194,Business,[Business] Ole Sereni Lodge,Nakuru Town East,Nakuru,Nyama na Maharagwe,Meat-Based Dishes,1,100,200,100,100
26-07-25,194,Business,[Business] Ole Sereni Lodge,Nakuru Town East,Nakuru,Matoke na Maharagwe,Soup/Stew Dishes,2,30,70,40,133.33
26-07-25,194,Business,[Business] Ole Sereni Lodge,Nakuru Town East,Nakuru,Nyama Choma,Meat-Based Dishes,3,150,300,150,100
26-07-25,253,Business,[Business] Nyali Inn,Kasarani,Nairobi,Supu ya Kuku,Soup/Stew Dishes,7,70,150,80,114.29
26-07-25,253,Business,[Business] Nyali Inn,Kasarani,Nairobi,Akara,Combination Plates,7,20,50,30,150
26-07-25,253,Business,[Business] Nyali Inn,Kasarani,Nairobi,Kuku na Wali,Meat-Based Dishes,1,100,200,100,100
26-07-25,349,Individual,Kiptoo Munyui,Kilimani,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,3,100,200,100,100
26-07-25,349,Individual,Kiptoo Munyui,Kilimani,Nairobi,Moi Moi,Combination Plates,1,20,50,30,150
26-07-25,349,Individual,Kiptoo Munyui,Kilimani,Nairobi,Vetkoek,Sweet Snacks/Desserts,1,20,50,30,150
26-07-25,609,Individual,Alaine Lumumba,Makadara,Nairobi,Pap,Combination Plates,1,10,30,20,200
26-07-25,609,Individual,Alaine Lumumba,Makadara,Nairobi,Supa ya Ndizi,Soup/Stew Dishes,5,30,70,40,133.33
26-07-25,609,Individual,Alaine Lumumba,Makadara,Nairobi,Wali wa Kukaanga,Rice Dishes,5,30,70,40,133.33
26-07-25,657,Individual,Emmanuel Abdullahi,Kisumu Central,Kisumu,Mandazi,Sweet Snacks/Desserts,3,5,20,15,300
26-07-25,657,Individual,Emmanuel Abdullahi,Kisumu Central,Kisumu,Githeri,Legume-Based Dishes,8,30,70,40,133.33
26-07-25,661,Business,[Business] Swahili Palace,Westlands,Nairobi,Kuku na Matoke,Meat-Based Dishes,1,100,200,100,100
26-07-25,661,Business,[Business] Swahili Palace,Westlands,Nairobi,Mutura,Meat-Based Dishes,8,70,150,80,114.29
26-07-25,661,Business,[Business] Swahili Palace,Westlands,Nairobi,Biltong,Combination Plates,3,100,200,100,100
26-07-25,805,Business,[Business] Severin Retreat,Kangemi,Nairobi,Bobotie,Combination Plates,8,50,100,50,100
26-07-25,805,Business,[Business] Severin Retreat,Kangemi,Nairobi,Supu ya Kuku,Soup/Stew Dishes,3,70,150,80,114.29
26-07-25,805,Business,[Business] Severin Retreat,Kangemi,Nairobi,Maharagwe na Sukuma,Legume-Based Dishes,3,30,60,30,100
26-07-25,849,Business,[Business] Swahili Residences,Kasarani,Nairobi,Egusi Soup,Combination Plates,2,40,80,40,100
26-07-25,849,Business,[Business] Swahili Residences,Kasarani,Nairobi,Nyama na Matoke,Meat-Based Dishes,8,100,200,100,100
26-07-25,849,Business,[Business] Swahili Residences,Kasarani,Nairobi,Kuku Choma,Meat-Based Dishes,1,150,300,150,100
26-07-25,909,Business,[Business] Ole Sereni Haven,Kangemi,Nairobi,Samosa,Fried Dishes,5,20,50,30,150
26-07-25,909,Business,[Business] Ole Sereni Haven,Kangemi,Nairobi,Pilau,Rice Dishes,6,100,200,100,100
26-07-25,1495,Business,[Business] Severin Retreat,Kibra,Nairobi,Banku,Combination Plates,7,30,70,40,133.33
26-07-25,1495,Business,[Business] Severin Retreat,Kibra,Nairobi,Supu ya Nyama,Soup/Stew Dishes,4,70,150,80,114.29
26-07-25,1879,Individual,Emmanuelle Omondi,Dagoretti,Nairobi,Jollof Rice,Combination Plates,8,30,70,40,133.33
26-07-25,1879,Individual,Emmanuelle Omondi,Dagoretti,Nairobi,Nyama Stew,Meat-Based Dishes,8,100,200,100,100
26-07-25,2187,Business,[Business] Diani Hotel,Kisumu Central,Kisumu,Misir Wat,African Cultural Specials,2,30,60,30,100
26-07-25,2412,Individual,Alain Ali,Kangemi,Nairobi,Mahamri,Sweet Snacks/Desserts,8,5,20,15,300
26-07-25,2412,Individual,Alain Ali,Kangemi,Nairobi,Banku,Combination Plates,6,30,70,40,133.33
26-07-25,2412,Individual,Alain Ali,Kangemi,Nairobi,Ugali,Staple Foods,1,10,20,10,100
26-07-25,2636,Business,[Business] Serena Retreat,Kisumu Central,Kisumu,Wali wa Nazi na Maharagwe,Rice Dishes,8,30,70,40,133.33
26-07-25,2636,Business,[Business] Serena Retreat,Kisumu Central,Kisumu,Kuku Fry,Meat-Based Dishes,5,150,300,150,100
26-07-25,2873,Individual,Paul Munee,Kibra,Nairobi,Mbaazi,Legume-Based Dishes,2,30,60,30,100
26-07-25,2873,Individual,Paul Munee,Kibra,Nairobi,Nyama na Sukuma,Meat-Based Dishes,5,100,200,100,100
26-07-25,2917,Business,[Business] Hemingways Retreat,Mathare,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,2,100,200,100,100
26-07-25,2917,Business,[Business] Hemingways Retreat,Mathare,Nairobi,Kaimati,Sweet Snacks/Desserts,5,5,20,15,300
26-07-25,3088,Business,[Business] Hilton Suites,Nyeri Central,Nyeri,Matoke na Maharagwe,Soup/Stew Dishes,2,30,70,40,133.33
26-07-25,3088,Business,[Business] Hilton Suites,Nyeri Central,Nyeri,Chechebsa,African Cultural Specials,6,20,50,30,150
26-07-25,3126,Business,[Business] Hemingways Retreat,Kangemi,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,5,10,20,10,100
26-07-25,3126,Business,[Business] Hemingways Retreat,Kangemi,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,7,30,60,30,100
26-07-25,3126,Business,[Business] Hemingways Retreat,Kangemi,Nairobi,Matoke na Sukuma,Soup/Stew Dishes,8,30,70,40,133.33
26-07-25,3169,Individual,Mwangi Kiplagat,Githurai,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,4,100,200,100,100
26-07-25,3341,Business,[Business] Voyager Haven,Kasarani,Nairobi,Kachumbari,Vegetable-Based Dishes,7,10,30,20,200
26-07-25,3341,Business,[Business] Voyager Haven,Kasarani,Nairobi,Kaimati,Sweet Snacks/Desserts,1,5,20,15,300
26-07-25,3508,Individual,Michel Wanyama,Kibra,Nairobi,Viazi Karai,Fried Dishes,2,10,30,20,200
26-07-25,3508,Individual,Michel Wanyama,Kibra,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,5,100,200,100,100
26-07-25,3539,Individual,Pierrette Hassan,Westlands,Nairobi,Pilau,Rice Dishes,6,100,200,100,100
26-07-25,3539,Individual,Pierrette Hassan,Westlands,Nairobi,Nyama na Ugali,Meat-Based Dishes,2,100,200,100,100
26-07-25,3932,Business,[Business] Neptune Suites,Langata,Nairobi,Banga Soup,Combination Plates,3,50,100,50,100
26-07-25,3932,Business,[Business] Neptune Suites,Langata,Nairobi,Chechebsa,African Cultural Specials,2,20,50,30,150
26-07-25,3932,Business,[Business] Neptune Suites,Langata,Nairobi,Mutura,Meat-Based Dishes,6,70,150,80,114.29
26-07-25,4092,Business,[Business] Swahili Suites,Kangemi,Nairobi,Matoke na Wali,Soup/Stew Dishes,2,30,70,40,133.33
26-07-25,4092,Business,[Business] Swahili Suites,Kangemi,Nairobi,Mukimo,Legume-Based Dishes,6,40,80,40,100
26-07-25,4606,Business,[Business] Hilton Palace,Dagoretti,Nairobi,Ndengu,Legume-Based Dishes,2,30,60,30,100
26-07-25,4941,Individual,Michel Munywe,Kesses,Uasin Gishu,Malva Pudding,Sweet Snacks/Desserts,2,30,70,40,133.33
26-07-25,5058,Business,[Business] InterContinental Retreat,Makadara,Nairobi,Wali wa Nazi,Rice Dishes,8,30,70,40,133.33
26-07-25,5058,Business,[Business] InterContinental Retreat,Makadara,Nairobi,Kaimati,Sweet Snacks/Desserts,6,5,20,15,300
26-07-25,5164,Business,[Business] Diani Palace,Kangemi,Nairobi,Nyama na Maharagwe,Meat-Based Dishes,6,100,200,100,100
26-07-25,5164,Business,[Business] Diani Palace,Kangemi,Nairobi,Ugali,Staple Foods,5,10,20,10,100
26-07-25,5279,Business,[Business] Hemingways Retreat,Makadara,Nairobi,Kuku na Chapati,Meat-Based Dishes,2,100,200,100,100
27-07-25,189,Individual,Josephine Kabila,Embakasi,Nairobi,Kuku Stew,Meat-Based Dishes,8,100,200,100,100
27-07-25,189,Individual,Josephine Kabila,Embakasi,Nairobi,Nyama na Matoke,Meat-Based Dishes,5,100,200,100,100
27-07-25,189,Individual,Josephine Kabila,Embakasi,Nairobi,Nyama na Matoke,Meat-Based Dishes,5,100,200,100,100
27-07-25,189,Individual,Josephine Kabila,Embakasi,Nairobi,Kuku Stew,Meat-Based Dishes,8,100,200,100,100
27-07-25,243,Individual,Claudine Malema,Langata,Nairobi,Mutura,Meat-Based Dishes,1,70,150,80,114.29
27-07-25,243,Individual,Claudine Malema,Langata,Nairobi,Matoke na Sukuma,Soup/Stew Dishes,7,30,70,40,133.33
27-07-25,243,Individual,Claudine Malema,Langata,Nairobi,Nyama na Chapati,Meat-Based Dishes,7,100,200,100,100
27-07-25,475,Business,[Business] PrideInn Manor,Nyeri Central,Nyeri,Nyama Choma,Meat-Based Dishes,7,150,300,150,100
27-07-25,475,Business,[Business] PrideInn Manor,Nyeri Central,Nyeri,Chakalaka,Combination Plates,3,20,50,30,150
27-07-25,475,Business,[Business] PrideInn Manor,Nyeri Central,Nyeri,Omena,Fish Dishes,3,30,70,40,133.33
27-07-25,770,Business,[Business] Sarova Inn,Mathare,Nairobi,Wali wa Pilau,Rice Dishes,8,30,70,40,133.33
27-07-25,770,Business,[Business] Sarova Inn,Mathare,Nairobi,Supu ya Mbuzi,Soup/Stew Dishes,1,70,150,80,114.29
27-07-25,770,Business,[Business] Sarova Inn,Mathare,Nairobi,Supu ya Nyama na Wali,Soup/Stew Dishes,7,70,150,80,114.29
27-07-25,1029,Individual,Kamau Malema,Dagoretti,Nairobi,Jollof Rice,Combination Plates,2,30,70,40,133.33
27-07-25,1029,Individual,Kamau Malema,Dagoretti,Nairobi,Mbaazi,Legume-Based Dishes,7,30,60,30,100
27-07-25,1401,Business,[Business] Ole Sereni Inn,Makadara,Nairobi,Viazi Karai,Fried Dishes,6,10,30,20,200
